"","Mice","Number","Mouse_ID","Strain","sex","DOB","parents","Western_Diet","Sac_Date","weight_g","length_cm","ab_fat","other_fat","total_fat","comments","100xfat_weight","Trigly","Total_Chol","HDL_Chol","UC","FFA","Glucose","LDL_plus_VLDL","MCP_1_phys","Insulin_ug_l","Glucose_Insulin","Leptin_pg_ml","Adiponectin","Aortic lesions","Note","Aneurysm","Aortic_cal_M","Aortic_cal_L","CoronaryArtery_Cal","Myocardial_cal","BMD_all_limbs","BMD_femurs_only"
"183","F2_352",352,"362-3","BxH ApoE-/-, F2",1,2002-05-31,228,2002-07-24,2002-11-13,49.4,10.3,1.18,2,3.18,NA,6.43724696356275,91,1048,39,389,88,395,1009,240.54,5758,0.0686002084056964,86981.98,8.924,"235000",NA,0,0,7,NA,NA,NA,NA
"184","F2_353",353,"362-4","BxH ApoE-/-, F2",1,2002-05-31,228,2002-07-24,2002-11-13,50.8,10.9,1.08,2.53,3.61,NA,7.10629921259843,72,1542,37,505,90,444,1505,243.04,9621,0.04614904895541,119242.6,NA,"157750",NA,24,5,0,NA,NA,NA,NA
"185","F2_354",354,"363-1","BxH ApoE-/-, F2",1,2002-05-31,228,2002-07-24,2002-11-13,52.3,10.7,0.73,2.25,2.98,NA,5.69789674952199,56,1167,70,343,57,352,1097,164.952,16750,0.0210149253731343,163143.12,10.264,"241500",NA,6,0,2,NA,NA,NA,NA
"186","F2_355",355,"364-1","BxH ApoE-/-, F2",2,2002-05-31,228,2002-07-24,2002-11-13,40.9,10.4,2.78,1.91,4.69,"spleenomegaly",11.4669926650367,199,663,30,280,95,358,633,189.248,829,0.431845597104946,55794.9,12.134,"109500",NA,22,0,0,NA,NA,0.0564,0.07865
"187","F2_356",356,"364-2","BxH ApoE-/-, F2",2,2002-05-31,228,2002-07-24,2002-11-13,NA,NA,2.37,2.99,5.36,NA,NA,106,763,24,308,94,342,739,106.98,599,0.570951585976628,87964.28,20.894,"117250",NA,20,11,0,NA,NA,NA,NA
"188","F2_357",357,"364-3","BxH ApoE-/-, F2",2,2002-05-31,228,2002-07-24,2002-11-13,45.7,10.8,4.45,2.69,7.14,NA,15.6236323851203,44,1118,51,326,67,372,1067,130.184,1795,0.207242339832869,169716.36,NA,"214750",NA,27,5,0,NA,NA,NA,NA
"189","F2_358",358,"364-4","BxH ApoE-/-, F2",2,2002-05-31,228,2002-07-24,2002-11-13,47.9,10.6,5.32,2.77,8.09,NA,16.8893528183716,51,2484,30,867,136,529,2454,300.202,NA,NA,NA,NA,"238000",NA,26,1,0,NA,NA,NA,NA
"190","F2_359",359,"364-5","BxH ApoE-/-, F2",2,2002-05-31,228,2002-07-24,2002-11-13,43.4,10.6,3.23,2.34,5.57,NA,12.8341013824885,NA,NA,NA,NA,NA,NA,NA,205.428,1807,NA,111533.32,9.469,"278000",NA,12,7,9,NA,NA,NA,NA
"191","C3H_360",360,"486-1","C3H ApoE-/-",2,2002-12-30,NA,2003-02-21,2003-06-16,35.6,10.5,1.97,1.46,3.43,NA,9.63483146067416,211,1632,33,532,121,343,1599,167.054,1113,0.308176100628931,33529.46,10.327,NA,NA,NA,NA,NA,NA,NA,0.0601,0.0858
"192","C3H_361",361,"486-2","C3H ApoE-/-",2,2002-12-30,NA,2003-02-21,2003-06-16,35,10.6,2.49,1,3.49,NA,9.97142857142857,209,1032,41,344,106,301,991,80.156,3009,0.100033233632436,35257.64,5.943,NA,NA,NA,NA,NA,NA,NA,0.0578,0.0822
"193","C3H_362",362,"486-3","C3H ApoE-/-",2,2002-12-30,NA,2003-02-21,2003-06-16,30.9,10.2,1.36,0.91,2.27,NA,7.3462783171521,72,1240,35,384,89,289,1205,95.488,926,0.312095032397408,11375.9,8.533,NA,NA,NA,NA,NA,NA,NA,0.059,0.0859
"194","C3H_363",363,"486-4","C3H ApoE-/-",2,2002-12-30,NA,2003-02-21,2003-06-16,30.8,10.5,1.35,1.06,2.41,NA,7.82467532467532,200,1384,30,504,138,363,1354,107.602,979,0.370786516853933,9193.5,6.325,NA,NA,NA,NA,NA,NA,NA,0.0567,0.0794
"195","F2_203",203,"275-4","BxH ApoE-/-, F2",2,2002-03-04,112,2002-04-29,2002-08-21,34.7,10.3,1.9,1.59,3.49,NA,10.0576368876081,75,1505,55,499,91,410,1450,76.688,598,0.68561872909699,26021.62,8.778,"311250",NA,60,5,0,0,1,0.0569,0.0797
"196","C3H_204",204,"172-1","C3H ApoE-/-",1,2001-11-28,103,NA,2002-08-27,40.7,10.5,1.86,2.29,4.15,NA,10.1965601965602,428,1130,54,435,149,562,1076,102.822,1661,0.338350391330524,78500.74,4.002,"77900",NA,4,4,0,6,13,0.0579,0.08525
"197","C3H_205",205,"172-2","C3H ApoE-/-",1,2001-11-28,103,NA,2002-08-27,45.2,10.4,0.74,2.14,2.88,"tumor",6.3716814159292,911,1261,69,554,201,570,1192,95.704,9541,0.0597421653914684,44125.58,3.856,"84800",NA,0,0,0,0,38,0.0572,0.08345
"198","C3H_206",206,"172-3","C3H ApoE-/-",1,2001-11-28,103,NA,2002-08-27,43.9,10.2,0.9,1.98,2.88,NA,6.56036446469248,547,1292,63,526,184,572,1229,110.398,4637,0.123355617856373,58037.8,3.623,"85100",NA,12,11,3,15,126,0.0582,0.0886
"199","F2_207",207,"276-1","BxH ApoE-/-, F2",1,2002-03-04,226112,2002-04-29,2002-08-27,56.9,11,0.98,3.17,4.15,NA,7.29349736379613,169,1696,47,569,115,506,1649,117.722,14028,0.0360707157114343,108322.28,2.927,"78750",NA,26,1,0,0,15,0.0593,0.0824
"200","F2_208",208,"276-2","BxH ApoE-/-, F2",1,2002-03-04,226112,2002-04-29,2002-08-27,51.7,10.5,1.86,3.15,5.01,"spleenomegally",9.69052224371373,176,861,112,249,66,296,749,200.458,3581,0.0826584752862329,140285.06,5.631,"103750",NA,43,0,2,0,0,0.0546,0.07675
"201","F2_209",209,"276-3","BxH ApoE-/-, F2",1,2002-03-04,226112,2002-04-29,2002-08-27,42.9,10.4,2.26,2.54,4.8,NA,11.1888111888112,129,1424,48,522,135,456,1376,60.614,1966,0.231943031536114,106657.66,6.615,"257500",NA,74,14,0,0,0,0.0567,0.0786
"202","F2_210",210,"276-4","BxH ApoE-/-, F2",1,2002-03-04,226112,2002-04-29,2002-08-27,38.5,10.5,1.05,1.57,2.62,"spleenomegally",6.80519480519481,585,1151,20,403,104,368,1131,57.12,2494,0.147554129911788,13607.3,4.516,"15313",NA,0,0,0,0,0,0.0494,0.06785
"203","F2_211",211,"277-1","BxH ApoE-/-, F2",2,2002-03-04,226112,2002-04-29,2002-08-27,40,9.7,3.48,2.64,6.12,NA,15.3,193,1097,35,363,95,347,1062,60.4,1459,0.237834132967786,27777.38,11.085,"319000",NA,22,3,0,0,0,0.0568,0.0815
"204","F2_212",212,"277-2","BxH ApoE-/-, F2",2,2002-03-04,226112,2002-04-29,2002-08-27,35.4,9.8,2.31,2.34,4.65,"kidney/spleen in 213? DNAs corrected",13.135593220339,67,1604,26,600,138,393,1578,143.988,547,0.718464351005484,61563.78,20.195,"390000",NA,28,2,0,0,0,0.0542,0.0782
"205","F2_213",213,"277-3","BxH ApoE-/-, F2",2,2002-03-04,226112,2002-04-29,2002-08-27,39.6,10.3,3.39,2.35,5.74,"kidney/spleen in 214? DNAs corrected",14.4949494949495,462,1691,28,652,198,727,1663,134.378,1129,0.643932683790965,41969.9,9.13,"144750",NA,0,0,0,2,7,0.0545,0.0825
"206","F2_1",1,"133-1","BxH ApoE-/-, F2",2,2001-10-22,111,2001-12-17,2002-04-08,42.8,9.6,2.75,3.13,5.88,NA,13.7383177570093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205000",NA,8,3,0,0,1,NA,NA
"207","F2_2",2,"133-2","BxH ApoE-/-, F2",2,2001-10-22,111,2001-12-17,2002-04-08,38,10.5,3.81,2.78,6.59,NA,17.3421052631579,14,1646,34,668,132,499,1612,202.82,NA,NA,NA,NA,"224500",NA,56,5,0,0,0,NA,NA
"208","F2_3",3,"133-3","BxH ApoE-/-, F2",2,2001-10-22,111,2001-12-17,2002-04-08,33.5,10.8,1.7,2.05,3.75,NA,11.1940298507463,109,1216,27,402,96,397,1189,138.232,944,0.420550847457627,15148.76,14.339,"296250",NA,8,4,NA,0,0,NA,NA
"209","F2_4",4,"134-1","BxH ApoE-/-, F2",1,2001-10-22,111,2001-12-17,2002-04-08,51.5,11.3,0.94,3.22,4.16,NA,8.07766990291262,156,1382,46,517,147,590,1336,188.5,9300,0.0634408602150538,21409.58,4.894,"171000",NA,12,10,NA,0,8,NA,NA
"210","F2_5",5,"134-2","BxH ApoE-/-, F2",1,2001-10-22,111,2001-12-17,2002-04-08,59.2,11.5,1.37,4.03,5.4,NA,9.12162162162162,261,1563,55,585,140,594,1508,221.592,NA,NA,NA,NA,"49375",NA,64,9,NA,0,62,NA,NA
"211","F2_6",6,"134-3","BxH ApoE-/-, F2",1,2001-10-22,111,2001-12-17,2002-04-08,51.5,11,1.66,2.35,4.01,NA,7.78640776699029,134,1823,51,718,161,758,1772,137.462,NA,NA,NA,NA,"65000",NA,8,9,NA,2,3,NA,NA
"212","F2_7",7,"135-1","BxH ApoE-/-, F2",1,2001-10-22,111,2001-12-17,2002-04-08,56.5,11.2,1.1,2.6,3.7,NA,6.54867256637168,192,1589,57,687,172,734,1532,246.606,20538,0.0357386308306554,27676.56,8.664,"144500",NA,0,0,NA,0,0,NA,NA
"213","F2_8",8,"135-2","BxH ApoE-/-, F2",1,2001-10-22,111,2001-12-17,2002-04-08,48.5,10.7,0.94,2.22,3.16,NA,6.51546391752577,79,1265,59,371,85,406,1206,229.812,NA,NA,NA,NA,"122500",NA,32,9,NA,0,35,NA,NA
"214","F2_9",9,"135-3","BxH ApoE-/-, F2",1,2001-10-22,111,2001-12-17,2002-04-08,52.7,11.3,2.08,2.74,4.82,"black 9=10",9.146110056926,96,1375,75,438,92,423,1300,148.444,4435,0.0953776775648253,NA,NA,"118125",NA,0,0,NA,0,0,NA,NA
"215","F2_10",10,"136-1","BxH ApoE-/-, F2",1,2001-10-22,109,2001-12-17,2002-04-08,58.4,12,1.79,2.77,4.56,NA,7.80821917808219,134,1567,45,625,153,564,1522,262.336,22267,0.0253289621412853,NA,NA,NA,NA,54,17,NA,0,53,NA,NA
"216","F2_11",11,"136-2","BxH ApoE-/-, F2",1,2001-10-22,109,2001-12-17,2002-04-08,45.8,10.5,1.84,2.54,4.38,NA,9.56331877729258,75,1830,45,773,167,595,1785,240.766,NA,NA,NA,NA,"158125",0.75,10,7,NA,0,0,NA,NA
"217","F2_12",12,"136-3","BxH ApoE-/-, F2",1,2001-10-22,109,2001-12-17,2002-04-08,51,11.4,1.77,2.46,4.23,NA,8.29411764705882,95,1200,42,495,137,489,1158,163.96,11307,0.0432475457681082,12263.32,4.023,"124375",0.75,6,6,NA,2,0,NA,NA
"218","F2_13",13,"136-4","BxH ApoE-/-, F2",1,2001-10-22,109,2001-12-17,2002-04-08,57.3,11.7,1.5,2.7,4.2,NA,7.32984293193717,128,1447,42,478,89,364,1405,211.566,NA,NA,NA,NA,"224250",NA,20,2,NA,0,0,NA,NA
"219","F2_14",14,"137-1","BxH ApoE-/-, F2",2,2001-10-22,109,2001-12-17,2002-04-08,33.9,10,1.29,1.67,2.96,NA,8.73156342182891,2,834,17,354,98,424,817,161.552,632,0.670886075949367,6188.74,15.439,"486313",0.75,27,12,NA,1,8,NA,NA
"220","F2_15",15,"137-2","BxH ApoE-/-, F2",2,2001-10-22,109,2001-12-17,2002-04-08,44.3,10.3,3.62,3.34,6.96,NA,15.7110609480813,71,1565,41,536,111,557,1524,115.5,3326,0.167468430547204,18400.26,11.124,"180750",NA,0,0,NA,0,4,NA,NA
"221","F2_16",16,"143-1","BxH ApoE-/-, F2",1,2001-10-24,110,2001-12-17,2002-04-08,53.4,11.2,1.08,3.41,4.49,NA,8.40823970037453,63,1655,69,658,149,652,1586,139.778,4659,0.139944194033054,16088.92,6.663,"122500",NA,24,9,NA,0,4,NA,NA
"222","F2_17",17,"143-2","BxH ApoE-/-, F2",1,2001-10-24,110,2001-12-17,2002-04-08,48.1,10.6,2.63,2.92,5.55,NA,11.5384615384615,54,992,42,352,99,344,950,114.502,3081,0.11165206101915,21059.52,10.312,"163844",0.75,0,0,0,0,0,NA,NA
"223","F2_18",18,"143-3","BxH ApoE-/-, F2",1,2001-10-24,110,2001-12-17,2002-04-08,52.8,11.4,1.62,3.07,4.69,"yellow intestine",8.88257575757576,71,1022,36,390,101,380,986,280.014,2137,0.177819372952737,11320.3,6.602,"50500",NA,48,11,NA,0,0,NA,NA
"224","F2_19",19,"144-1","BxH ApoE-/-, F2",2,2001-10-24,110,2001-12-17,2002-04-08,32.9,9.7,2.08,1.85,3.93,NA,11.9452887537994,55,1060,41,411,115,382,1019,148.868,426,0.896713615023474,8438.7,16.842,"113000",NA,0,0,NA,0,0,NA,NA
"225","F2_20",20,"144-2","BxH ApoE-/-, F2",2,2001-10-24,110,2001-12-17,2002-04-08,44.8,10.3,3.72,3.2,6.92,"yellow intestine",15.4464285714286,34,1172,39,448,111,456,1133,126.012,2906,0.15691672401927,41801.54,13.498,"166750",NA,6,0,NA,0,0,NA,NA
"226","F2_21",21,"144-3","BxH ApoE-/-, F2",2,2001-10-24,110,2001-12-17,2002-04-08,30.4,9.6,1.51,1.69,3.2,NA,10.5263157894737,24,1018,18,513,135,432,1000,179.174,616,0.701298701298701,7976.48,18.802,"496250",NA,28,6,NA,3,0,NA,NA
"227","F2_22",22,"145-1","BxH ApoE-/-, F2",1,2001-10-24,113,2001-12-17,2002-04-08,47.6,10.4,1.61,2.72,4.33,NA,9.09663865546218,27,1320,30,580,128,544,1290,166.472,7567,0.0718911061186732,21099.4,10.424,"309750",NA,15,7,NA,0,0,NA,NA
"228","F2_23",23,"151-1","BxH ApoE-/-, F2",2,2001-11-10,112,2002-01-08,2002-04-30,36.9,10,2.07,2.8,4.87,NA,13.1978319783198,198,1530,36,636,161,541,1494,97.506,920,0.58804347826087,24133.54,14.511,"234000",NA,28,8,NA,0,0,NA,NA
"229","F2_24",24,"151-2","BxH ApoE-/-, F2",2,2001-11-10,112,2002-01-08,2002-04-30,39.5,10,2.79,2.62,5.41,NA,13.6962025316456,186,1434,23,517,122,465,1411,211.318,1895,0.245382585751979,52360,13.813,"267500",NA,33,8,NA,0,1,NA,NA
"230","F2_25",25,"151-3","BxH ApoE-/-, F2",2,2001-11-10,112,2002-01-08,2002-04-30,39.1,9.8,1.3,4.15,5.45,NA,13.9386189258312,128,1316,35,522,135,477,1281,150.434,264,1.80681818181818,114960,11.453,"268250",NA,23,9,2,0,0,NA,NA
"231","F2_26",26,"151-4","BxH ApoE-/-, F2",2,2001-11-10,112,2002-01-08,2002-04-30,42.5,9.9,2.68,4.56,7.24,NA,17.0352941176471,357,1758,56,644,169,663,1702,191.716,7293,0.0909090909090909,126880,14.118,"198000",NA,0,0,0,0,0,NA,NA
"232","F2_27",27,"152-1","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,53.8,11,0.9,2.56,3.46,NA,6.43122676579926,169,1582,52,539,99,416,1530,171.582,29699,0.0140072056298192,81680,5.806,"239750",NA,12,5,NA,0,0,NA,NA
"233","F2_28",28,"152-2","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,35.7,10.7,1.78,2.23,4.01,"black coat",11.2324929971989,136,1255,34,444,92,483,1221,132.238,3458,0.139676113360324,66240,8.49,"144500",NA,31,9,0,0,0,NA,NA
"234","F2_29",29,"152-3","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,46.5,10.7,0.89,2.38,3.27,NA,7.03225806451613,194,1506,53,511,114,447,1453,362.996,3866,0.115623383341956,51840,8.224,"148000",NA,0,0,0,0,0,NA,NA
"235","F2_30",30,"153-1","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,49.2,10.7,0.98,2.31,3.29,NA,6.6869918699187,228,1496,57,529,139,559,1439,128.966,12556,0.0445205479452055,47520,6.387,"150500",NA,33,3,0,0,0,NA,NA
"236","F2_31",31,"153-2","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,48.8,10.4,0.96,2,2.96,NA,6.0655737704918,66,1335,46,460,90,459,1289,400.114,8201,0.0559687842945982,99620,9.116,"183750",NA,0,0,0,0,0,NA,NA
"237","F2_32",32,"153-3","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,43.1,10.1,2.57,2.67,5.24,NA,12.1577726218097,410,1966,47,696,140,661,1919,159.608,1526,0.433158584534731,82500,10.402,"249250",NA,34,4,0,0,0,NA,NA
"238","F2_33",33,"153-4","BxH ApoE-/-, F2",1,2001-11-10,112,2002-01-08,2002-04-30,46.9,10.3,1.88,2.6,4.48,NA,9.55223880597015,218,2053,57,657,126,550,1996,145.474,14085,0.0390486332978346,92560,7.969,"103500",NA,0,0,0,0,1,NA,NA
"239","F2_34",34,"154-1","BxH ApoE-/-, F2",1,2001-11-13,109,2002-01-08,2002-04-30,54.2,10.7,1.79,3.45,5.24,NA,9.6678966789668,226,1411,40,528,106,427,1371,142.912,29699,0.0143775884709923,145560,5.131,"163250",NA,56,5,0,0,5,NA,NA
"240","F2_35",35,"154-2","BxH ApoE-/-, F2",1,2001-11-13,109,2002-01-08,2002-04-30,59.4,10.4,2.75,3.87,6.62,NA,11.1447811447811,79,2747,54,1289,203,780,2693,275.108,11998,0.0650108351391899,172480,5.455,"152250",NA,34,6,0,0,4,NA,NA
"241","F2_36",36,"155-1","BxH ApoE-/-, F2",2,2001-11-13,NA,2002-01-08,2002-04-30,38.8,10,2.44,2.27,4.71,NA,12.139175257732,82,1851,47,578,87,384,1804,75.338,854,0.449648711943794,62600,15.652,"126880",0.6,6,0,0,0,0,NA,NA
"242","F2_60",60,"175-3","BxH ApoE-/-, F2",1,2001-12-07,112,2002-02-01,2002-05-17,51.2,10.1,1.06,2.88,3.94,NA,7.6953125,335,2104,48,847,208,866,2056,253.53,29699,0.0291592309505371,108120,4.156,"69000",NA,10,2,0,NA,NA,NA,NA
"243","F2_61",61,"175-4a","BxH ApoE-/-, F2",1,2001-12-07,112,2002-02-01,2002-05-17,37.3,10.2,0.95,1.56,2.51,NA,6.72922252010724,56,1169,37,418,98,398,1132,239.458,824,0.483009708737864,15380,5.48,"140750",NA,36,3,2,NA,NA,NA,NA
"244","F2_62",62,"175-5a","BxH ApoE-/-, F2",1,2001-12-07,112,2002-02-01,2002-05-17,46.2,10.9,1.25,2.04,3.29,NA,7.12121212121212,104,1364,55,501,141,487,1309,255.022,5407,0.0900684298132051,56740,4.4,"128500",NA,59,20,0,NA,NA,NA,NA
"245","F2_63",63,"178-1","BxH ApoE-/-, F2",2,2001-12-07,112,2002-02-01,2002-05-17,43.2,10.5,1.89,3.97,5.86,NA,13.5648148148148,38,1508,43,582,136,489,1465,125.6,1860,0.262903225806452,73080,7.065,"273250",NA,48,4,0,NA,NA,NA,NA
"246","F2_64",64,"178-2","BxH ApoE-/-, F2",2,2001-12-07,112,2002-02-01,2002-05-17,38.7,10.7,1.55,3.38,4.93,"black",12.7390180878553,108,1496,47,477,100,438,1449,147.612,360,1.21666666666667,47620,8.479,"148500",NA,10,2,0,NA,NA,NA,NA
"247","F2_65",65,"178-3","BxH ApoE-/-, F2",2,2001-12-07,112,2002-02-01,2002-05-17,40.4,10.5,1.71,4.44,6.15,"black, adjust ab fat up",15.2227722772277,72,1492,36,456,91,466,1456,127.382,1125,0.414222222222222,88200,8.992,"235250",NA,33,0,0,NA,NA,NA,NA
"248","F2_66",66,"178-4","BxH ApoE-/-, F2",2,2001-12-07,112,2002-02-01,2002-05-17,38.9,9.8,1.59,4.21,5.8,"66-67 muscle",14.9100257069409,98,2014,36,695,131,568,1978,154.75,1343,0.422933730454207,84800,10.305,"114500",NA,23,6,0,NA,NA,NA,NA
"249","F2_67",67,"178-5","BxH ApoE-/-, F2",2,2001-12-07,112,2002-02-01,2002-05-17,32.1,9.9,0.89,2.77,3.66,"switched",11.4018691588785,42,771,24,252,56,298,747,88.344,504,0.591269841269841,122200,6.17,"484750",NA,0,0,3,NA,NA,NA,NA
"250","F2_68",68,"180-1","BxH ApoE-/-, F2",2,2001-12-10,111,2002-02-01,2002-05-17,32,9.9,1.54,2.75,4.29,NA,13.40625,70,1391,30,568,144,472,1361,114.75,911,0.518111964873765,24720,9.374,"274750",NA,39,15,21,NA,NA,NA,NA
"251","F2_69",69,"180-2","BxH ApoE-/-, F2",2,2001-12-10,111,2002-02-01,2002-05-17,34.9,9.9,1.6,3.22,4.82,NA,13.810888252149,80,829,59,230,60,292,770,91.028,560,0.521428571428571,46340,6.85,"109250",NA,12,2,3,NA,NA,NA,NA
"252","F2_70",70,"180-3","BxH ApoE-/-, F2",2,2001-12-10,111,2002-02-01,2002-05-17,23.9,9.8,0.53,1.4,1.93,"black, malocclusion?",8.07531380753138,80,857,36,364,110,426,821,125.6,420,1.01428571428571,6560,8.827,"470500",NA,4,0,17,NA,NA,NA,NA
"253","F2_71",71,"181-1","BxH ApoE-/-, F2",2,2001-12-10,111,2002-02-01,2002-05-17,40.9,10,NA,4.66,NA,NA,NA,38,1895,38,649,112,497,1857,169.296,NA,NA,NA,NA,"271750",NA,5,4,3,NA,NA,NA,NA
"254","F2_72",72,"181-2","BxH ApoE-/-, F2",2,2001-12-10,111,2002-02-01,2002-05-17,30.9,9.7,1.67,2.43,4.1,"malocclusion?",13.2686084142395,44,840,29,312,74,367,811,154.896,599,0.612687813021703,37800,9.239,"422250",NA,3,0,0,NA,NA,NA,NA
"255","F2_73",73,"182-1","BxH ApoE-/-, F2",1,2001-12-10,111,2002-02-01,2002-05-17,59.2,11.1,1.51,4.1,5.61,NA,9.47635135135135,82,1714,41,680,159,592,1673,823.048,29699,0.0199333310885888,79840,3.295,"211250",NA,24,4,0,NA,NA,NA,NA
"256","F2_74",74,"182-2","BxH ApoE-/-, F2",1,2001-12-10,111,2002-02-01,2002-05-17,50.1,10.7,1.04,3.2,4.24,NA,8.46307385229541,143,1679,41,546,122,509,1638,153.874,9320,0.0546137339055794,72760,3.566,"207750",NA,32,3,2,NA,NA,NA,NA
"257","F2_75",75,"182-3","BxH ApoE-/-, F2",1,2001-12-10,111,2002-02-01,2002-05-17,49.6,11.5,0.68,3.08,3.76,NA,7.58064516129032,101,1689,40,651,142,610,1649,261.248,4684,0.130230572160547,51360,2.813,"169000",NA,40,10,14,NA,NA,NA,NA
"258","F2_76",76,"182-4","BxH ApoE-/-, F2",1,2001-12-10,111,2002-02-01,2002-05-17,51.3,11.2,1.28,3.74,5.02,NA,9.78557504873294,64,1402,52,554,152,510,1350,340.162,15262,0.0334163281352378,75600,3.49,"238000",NA,64,5,0,NA,NA,NA,NA
"259","F2_77",77,"198-1","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,45.6,11,3.64,3.93,7.57,NA,16.6008771929825,87,1276,27,456,122,398,1249,93.168,1478,0.269282814614344,75400,4.71,"382500",NA,15,3,13,NA,NA,NA,NA
"260","F2_78",78,"198-2","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,37.1,10,1.79,2.19,3.98,"yellow liver",10.7277628032345,108,1112,25,436,126,436,1087,123.392,1166,0.373927958833619,20900,5.767,"86000",NA,6,4,0,NA,NA,NA,NA
"261","F2_79",79,"198-3","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,38.7,11,2.68,2.34,5.02,NA,12.9715762273902,63,1146,43,384,108,435,1103,117.01,1647,0.264116575591985,33620,4.676,"316500",NA,0,2,11,NA,NA,NA,NA
"262","F2_80",80,"198-4","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,42.7,10.5,4.1,4.74,8.84,"white liver",20.7025761124122,41,1382,26,505,96,394,1356,110.806,3239,0.121642482247607,66480,4.82,"197500",NA,18,0,0,NA,NA,NA,NA
"263","F2_81",81,"199-1","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,33.7,10.2,1.86,2.38,4.24,"muscle switched w 82",12.5816023738872,77,1063,27,403,102,355,1036,81.628,1549,0.229180116204003,47660,6.102,"291000",NA,52,10,0,NA,NA,NA,NA
"264","F2_82",82,"199-2","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,42.9,11,1.32,1.64,2.96,NA,6.8997668997669,62,1568,53,547,137,570,1515,163.398,668,0.853293413173653,NA,NA,"242750",NA,52,2,7,NA,NA,NA,NA
"265","F2_83",83,"199-3","BxH ApoE-/-, F2",2,2001-12-28,110,2002-02-26,2002-06-19,39,10.5,3.93,2.18,6.11,"white liver",15.6666666666667,47,1726,39,591,130,522,1687,91.788,1118,0.46690518783542,63940,7.111,"423750",NA,32,4,8,NA,NA,NA,NA
"266","F2_37",37,"155-2","BxH ApoE-/-, F2",2,2001-11-13,NA,2002-01-08,2002-04-30,25.7,9.4,0.42,0.6,1.02,"black coat",3.96887159533074,109,1305,23,443,97,430,1282,269.608,653,0.658499234303216,17100,12.47,"121000",NA,0,0,0,0,3,NA,NA
"267","F2_38",38,"155-3","BxH ApoE-/-, F2",2,2001-11-13,NA,2002-01-08,2002-04-30,26.5,9.4,0.65,0.99,1.64,NA,6.18867924528302,69,1083,23,435,104,462,1060,98.794,485,0.95257731958763,20520,10.666,"299000",NA,27,1,0,1,4,NA,NA
"268","F2_39",39,"156-1","BxH ApoE-/-, F2",1,2001-11-15,111,2002-01-08,2002-04-30,50.3,10.4,1.32,2.47,3.79,"black coat",7.53479125248509,134,1832,49,552,103,409,1783,182.484,23634,0.0173055767115173,76900,4.645,"70250",NA,3,0,0,0,4,NA,NA
"269","F2_181",181,"270-2","BxH ApoE-/-, F2",2,2002-02-28,235,2002-04-22,2002-08-19,31.2,10.2,1.34,1.15,2.49,NA,7.98076923076923,74,1353,52,370,60,339,1301,155.822,385,0.88051948051948,36938.46,7.249,"342500",NA,36,4,0,0,0,0.0549,0.07915
"270","F2_182",182,"270-3","BxH ApoE-/-, F2",2,2002-02-28,235,2002-04-22,2002-08-19,36,10.1,2.96,2.01,4.97,NA,13.8055555555556,40,1026,62,286,53,341,964,68.874,454,0.751101321585903,58917.6,8.2,"163000",NA,0,0,0,0,0,0.0543,0.0719
"271","F2_183",183,"271-1","BxH ApoE-/-, F2",1,2002-03-01,228,2002-04-29,2002-08-21,50.2,10.7,1.55,2.55,4.1,NA,8.16733067729083,37,855,42,268,63,229,813,146.846,1448,0.158149171270718,89386.56,6.674,"411500",NA,12,0,0,0,0,0.0569,0.08085
"272","F2_184",184,"271-2","BxH ApoE-/-, F2",1,2002-03-01,228,2002-04-29,2002-08-21,52.1,11,0.61,2.13,2.74,NA,5.25911708253359,152,1232,78,420,107,405,1154,164.942,6430,0.0629860031104199,68329.66,4.049,"219250",NA,24,3,0,0,1,0.0609,0.0869
"273","F2_185",185,"271-3","BxH ApoE-/-, F2",1,2002-03-01,228,2002-04-29,2002-08-21,43.4,10.9,1.49,2.37,3.86,"aorta?",8.89400921658986,139,946,39,326,89,405,907,67.14,947,0.42766631467793,67841.8,6.866,"266500",NA,40,7,0,7,13,0.0552,0.07925
"274","F2_186",186,"271-4","BxH ApoE-/-, F2",1,2002-03-01,228,2002-04-29,2002-08-21,39.3,10.4,1.28,1.67,2.95,"brain switch 187",7.50636132315522,44,851,53,296,66,303,798,79.868,1964,0.154276985743381,61515.86,4.981,"112500",NA,0,0,0,0,4,0.0602,0.0796
